code,grouping,title,description,lithology
Tw,Topatopa Mountains and eastern Santa Ynez Range,"Towsley Formation, undivided (early Pliocene and late Miocene)","Interbedded sandstone, conglomerate, and mudstone; thickness as much as 1,220 m; widespread exposures in eastern Ventura County. Overlies Modelo Formation strata in the Topatopa Mountains; overlies and interfingers with Modelo Formation in the Santa Susana Mountains; overlaps Modelo to rest directly on basement rocks near and east of San Fernando Pass; generally conformably overlain by and gradational into Pico Formation siltstone. As named and described by Winterer and Durham (1954, 1962), includes beds mapped by Kew (1924) as an upper sandstone member of the Modelo Formation.",
Tw,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Towsley Formation, undivided (early Pliocene and late Miocene)","Interbedded sandstone, conglomerate, and mudstone; thickness as much as 1,220 m; widespread exposures in eastern Ventura County. Overlies Modelo Formation in Topatopa Mountains; overlies and interfingers with Modelo Formation in Santa Susana Mountains; overlaps Modelo to rest directly on basement rocks near and east of San Fernando Pass; generally conformably overlain by and gradational with Pico Formation siltstone. As named and described by Winterer and Durham (1954, 1962), includes beds mapped by Kew (1924) as an upper sandstone member of Modelo Formation.",
Tw,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Towsley Formation, undivided (early Pliocene and late Miocene)","Interbedded sandstone, conglomerate, and mudstone; thickness as much as 1,220 m. Widespread in eastern Ventura County; overlies Modelo Formation strata in Topatopa Mountains; overlies and interfingers with Modelo Formation in Santa Susana Mountains; overlaps Modelo to rest directly on basement rocks near, and east of, San Fernando Pass; generally conformably overlain by and gradational into Pico Formation siltstone. As named and described by Winterer and Durham (1954, 1962), includes beds mapped by Kew (1924) as upper sandstone member of Modelo Formation. Includes:",
Twc,Topatopa Mountains and eastern Santa Ynez Range,"Towsley Formation, conglomerate (early Pliocene and late Miocene)","Pale pebble conglomerate and sandstone in lenticular beds. (Mint Canyon, Oat Mountain, Simi Valley East, Val Verde and Piru 7.5’ quadrangles)",
Twc,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Towsley Formation, conglomerate (early Pliocene and late Miocene)","Pale pebble conglomerate and sandstone in lenticular beds. (Mint Canyon, Oat Mountain, Simi Valley East, Val Verde and Piru 7.5’ quadrangles)",
Twc,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Towsley Formation, conglomerate (early Pliocene and late Miocene)","Pale pebble conglomerate and sandstone in lenticular beds (Mint Canyon, Oat Mountain, Simi Valley East, Val Verde and Piru 7.5’ quadrangles)",
Twhc,Topatopa Mountains and eastern Santa Ynez Range,"Towsley Formation, Hasley Conglomerate Member (early Pliocene and late Miocene)",Basal conglomerate member of formation. (Val Verde and Piru 7.5’ quadrangles),
Tws,Topatopa Mountains and eastern Santa Ynez Range,"Towsley Formation, siltstone (early Pliocene and late Miocene)","Brown mudstone and siltstone, locally carries foraminifera referred to the Mohnian Stage (late Miocene) of Kleinpell (1938). (Oat Mountain, Simi Valley East (formerly Santa Susana), Val Verde and Piru 7.5’ quadrangles)",
Tws,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Towsley Formation, siltstone (early Pliocene and late Miocene)","Brown mudstone and siltstone, locally carries foraminifera referred to Mohnian Stage (late Miocene) of Kleinpell (1938). (Oat Mountain, Simi Valley East, Val Verde and Piru 7.5’ quadrangles)",
Tz,,Zuma Volcanics (early? and middle Miocene),"Basaltic, andesitic and dacitic flows, flow breccia, pillow lava, aquagene tuff, mudflow breccia, volcanic sand and interbedded mudstone, siltstone, sandstone, and minor breccia-conglomerate. All probably deposited in marine environment. No igneous rocks south of Malibu Coast Fault are recognizably intrusive into associated sedimentary rocks. Sedimentary interbeds carry foraminifera referred to Relizian or Luisian Stages (middle Miocene) of Kleinpell (1938). Most samples of Zuma Volcanics (Weigand and Savage, 1993) are in dacite field of the classification of LeBas and others (1986). Plagioclase phenocrysts from basalt near tip of Point Dume have been dated at 14.6 + 1 Ma (Berry and others, 1976). Base not exposed, but equivalent section in exploratory well, Sovereign Malibu 1 on Point Dume, is about 430 m (stratigraphic) thick above probable metamorphic basement (Catalina Schist). (Campbell and others, 1970 and 1996; Yerkes and Campbell, 1980; and Campbell, unpublished 1:12,000-scale mapping, 1967-1971) ",
bay,,Water,,
reservoir,,Water,,
